
tr_losses = []
tr_accs = []
tr_urss = []
dev_losses = []
dev_accs = []
dev_urss = []

model.to(device)

for epoch in range(1, hparams['num_epochs'] + 1):

Train Epoch: 1 [400/10065 (4%)]	Loss: 2.993650	Avg Loss: 3.196205	Avg Acc: 30.500000%	Avg URS: 60.769231%
Train Epoch: 1 [800/10065 (8%)]	Loss: 1.906887	Avg Loss: 2.245537	Avg Acc: 41.750000%	Avg URS: 76.056338%
Train Epoch: 1 [1200/10065 (12%)]	Loss: 1.772904	Avg Loss: 1.974188	Avg Acc: 49.500000%	Avg URS: 69.930070%
Train Epoch: 1 [1600/10065 (16%)]	Loss: 5.366215	Avg Loss: 1.670827	Avg Acc: 59.750000%	Avg URS: 68.789809%
Train Epoch: 1 [2000/10065 (20%)]	Loss: 0.950722	Avg Loss: 2.031425	Avg Acc: 56.250000%	Avg URS: 79.452055%
Train Epoch: 1 [2400/10065 (24%)]	Loss: 1.508856	Avg Loss: 1.681768	Avg Acc: 58.500000%	Avg URS: 73.188406%
Train Epoch: 1 [2800/10065 (28%)]	Loss: 1.296044	Avg Loss: 1.643385	Avg Acc: 59.500000%	Avg URS: 69.536424%
Train Epoch: 1 [3200/10065 (32%)]	Loss: 0.613593	Avg Loss: 1.445652	Avg Acc: 63.250000%	Avg URS: 73.287671%
Train Epoch: 1 [3600/10065 (36%)]	Loss: 0.374679	Avg Loss: 1.418661	Avg Acc: 64.750000%	Avg URS: 73.972603%
Train Epoch: 1 [4000/10065 (40%)]	Loss: 0.992125	Avg Loss: 1.144971	Avg Acc: 68.500000%	Avg URS: 76.923077%
Train Epoch: 1 [4400/10065 (44%)]	Loss: 0.635601	Avg Loss: 0.982244	Avg Acc: 78.250000%	Avg URS: 77.840909%
Train Epoch: 1 [4800/10065 (48%)]	Loss: 1.304623	Avg Loss: 1.180490	Avg Acc: 70.250000%	Avg URS: 75.694444%
Train Epoch: 1 [5200/10065 (52%)]	Loss: 0.824724	Avg Loss: 1.042599	Avg Acc: 73.500000%	Avg URS: 83.802817%
Train Epoch: 1 [5600/10065 (56%)]	Loss: 0.694666	Avg Loss: 0.882652	Avg Acc: 75.000000%	Avg URS: 82.706767%
Train Epoch: 1 [6000/10065 (60%)]	Loss: 0.923384	Avg Loss: 0.961512	Avg Acc: 74.500000%	Avg URS: 82.580645%
Train Epoch: 1 [6400/10065 (64%)]	Loss: 0.711945	Avg Loss: 1.132118	Avg Acc: 68.500000%	Avg URS: 82.876712%
Train Epoch: 1 [6800/10065 (68%)]	Loss: 0.567900	Avg Loss: 0.790781	Avg Acc: 77.250000%	Avg URS: 81.428571%
Train Epoch: 1 [7200/10065 (72%)]	Loss: 0.253524	Avg Loss: 0.824065	Avg Acc: 76.250000%	Avg URS: 75.172414%
Train Epoch: 1 [7600/10065 (75%)]	Loss: 0.249397	Avg Loss: 0.891919	Avg Acc: 72.750000%	Avg URS: 77.500000%
Train Epoch: 1 [8000/10065 (79%)]	Loss: 0.327541	Avg Loss: 1.003476	Avg Acc: 72.250000%	Avg URS: 88.571429%
Train Epoch: 1 [8400/10065 (83%)]	Loss: 0.002071	Avg Loss: 0.661761	Avg Acc: 79.000000%	Avg URS: 82.911392%
Train Epoch: 1 [8800/10065 (87%)]	Loss: 0.448811	Avg Loss: 0.789181	Avg Acc: 80.750000%	Avg URS: 78.625954%
Train Epoch: 1 [9200/10065 (91%)]	Loss: 0.838637	Avg Loss: 0.844316	Avg Acc: 74.750000%	Avg URS: 84.892086%
Train Epoch: 1 [9600/10065 (95%)]	Loss: 1.093193	Avg Loss: 0.765209	Avg Acc: 78.250000%	Avg URS: 85.714286%
Train Epoch: 1 [10000/10065 (99%)]	Loss: 0.013321	Avg Loss: 0.732323	Avg Acc: 77.000000%	Avg URS: 80.952381%
Train Epoch: 1 [2517/10065 (100%)]	Loss: 0.000041	Avg Loss: 0.729573	Avg Acc: 76.000000%	Avg URS: 81.021898%

Test set: Average loss: 1.4878, Accuracy: 2214/3428 (64.585764%) , URS: 913/1164 (78.436426%)

Train Epoch: 2 [400/10065 (4%)]	Loss: 0.082997	Avg Loss: 0.743797	Avg Acc: 77.000000%	Avg URS: 82.014388%
Train Epoch: 2 [800/10065 (8%)]	Loss: 0.502680	Avg Loss: 0.689955	Avg Acc: 80.250000%	Avg URS: 85.350318%
Train Epoch: 2 [1200/10065 (12%)]	Loss: 0.468331	Avg Loss: 0.629926	Avg Acc: 78.750000%	Avg URS: 88.888889%
Train Epoch: 2 [1600/10065 (16%)]	Loss: 0.174895	Avg Loss: 0.588096	Avg Acc: 81.750000%	Avg URS: 80.000000%
Train Epoch: 2 [2000/10065 (20%)]	Loss: 0.408164	Avg Loss: 0.731462	Avg Acc: 79.500000%	Avg URS: 82.068966%
Train Epoch: 2 [2400/10065 (24%)]	Loss: 0.967369	Avg Loss: 0.708813	Avg Acc: 76.000000%	Avg URS: 79.850746%
Train Epoch: 2 [2800/10065 (28%)]	Loss: 0.779851	Avg Loss: 0.699852	Avg Acc: 77.000000%	Avg URS: 86.000000%
Train Epoch: 2 [3200/10065 (32%)]	Loss: 0.052964	Avg Loss: 0.564735	Avg Acc: 84.000000%	Avg URS: 78.205128%
Train Epoch: 2 [3600/10065 (36%)]	Loss: 0.953745	Avg Loss: 0.642976	Avg Acc: 81.000000%	Avg URS: 83.974359%
Train Epoch: 2 [4000/10065 (40%)]	Loss: 0.210031	Avg Loss: 0.550649	Avg Acc: 80.500000%	Avg URS: 86.335404%
Train Epoch: 2 [4400/10065 (44%)]	Loss: 0.329243	Avg Loss: 0.753512	Avg Acc: 75.250000%	Avg URS: 82.812500%
Train Epoch: 2 [4800/10065 (48%)]	Loss: 1.191696	Avg Loss: 0.648625	Avg Acc: 82.000000%	Avg URS: 88.549618%
Train Epoch: 2 [5200/10065 (52%)]	Loss: 1.426803	Avg Loss: 0.523055	Avg Acc: 82.750000%	Avg URS: 88.750000%
Train Epoch: 2 [5600/10065 (56%)]	Loss: 1.628603	Avg Loss: 0.714286	Avg Acc: 79.000000%	Avg URS: 82.352941%
Train Epoch: 2 [6000/10065 (60%)]	Loss: 0.796260	Avg Loss: 0.538981	Avg Acc: 82.750000%	Avg URS: 83.969466%
Train Epoch: 2 [6400/10065 (64%)]	Loss: 0.798015	Avg Loss: 0.606658	Avg Acc: 79.000000%	Avg URS: 78.911565%
Train Epoch: 2 [6800/10065 (68%)]	Loss: 0.194002	Avg Loss: 0.673751	Avg Acc: 77.500000%	Avg URS: 74.647887%
Train Epoch: 2 [7200/10065 (72%)]	Loss: 0.962863	Avg Loss: 0.645451	Avg Acc: 81.500000%	Avg URS: 83.088235%
Train Epoch: 2 [7600/10065 (75%)]	Loss: 1.061743	Avg Loss: 0.643635	Avg Acc: 80.750000%	Avg URS: 82.191781%
Train Epoch: 2 [8000/10065 (79%)]	Loss: 0.676753	Avg Loss: 0.638640	Avg Acc: 79.500000%	Avg URS: 86.178862%
Train Epoch: 2 [8400/10065 (83%)]	Loss: 0.423442	Avg Loss: 0.637961	Avg Acc: 79.750000%	Avg URS: 83.443709%
Train Epoch: 2 [8800/10065 (87%)]	Loss: 1.028425	Avg Loss: 0.580713	Avg Acc: 82.000000%	Avg URS: 85.625000%
Train Epoch: 2 [9200/10065 (91%)]	Loss: 0.292229	Avg Loss: 0.572788	Avg Acc: 80.750000%	Avg URS: 80.141844%
Train Epoch: 2 [9600/10065 (95%)]	Loss: 0.850308	Avg Loss: 0.563546	Avg Acc: 81.500000%	Avg URS: 78.431373%
Train Epoch: 2 [10000/10065 (99%)]	Loss: 1.524417	Avg Loss: 0.640575	Avg Acc: 79.500000%	Avg URS: 85.161290%
Train Epoch: 2 [2517/10065 (100%)]	Loss: 0.001145	Avg Loss: 0.684112	Avg Acc: 77.250000%	Avg URS: 83.766234%

